,final_result,score,sum_click,Engagement
8316,Pass,71,3260,1
8317,Withdrawn,38,148,0
8318,Pass,69,2894,1
8319,Fail,50,967,0
8320,Withdrawn,66,629,0
8321,Fail,63,1687,0
8322,Withdrawn,73,269,0
8323,Pass,89,402,0
8324,Pass,71,507,0
8325,Pass,88,3286,1
8326,Pass,91,730,1
8327,Fail,59,868,0
8328,Fail,57,857,0
8329,Fail,78,322,0
8330,Fail,41,809,0
8331,Pass,82,450,0
8332,Fail,54,519,0
8333,Withdrawn,33,148,0
8334,Withdrawn,82,2051,0
8335,Pass,83,3430,1
8336,Fail,80,487,0
8337,Pass,79,1740,1
8338,Pass,83,4699,1
8339,Pass,82,670,0
8340,Pass,78,471,0
8341,Fail,24,621,0
8342,Pass,85,2290,1
8343,Pass,89,558,0
8344,Fail,34,1713,0
8345,Withdrawn,82,1165,0
8346,Pass,68,385,0
8347,Pass,78,434,0
8348,Fail,76,199,0
8349,Pass,71,1156,0
8350,Withdrawn,89,1917,0
8351,Pass,84,516,0
8352,Distinction,88,1184,0
8353,Withdrawn,84,441,0
8354,Distinction,85,880,0
8355,Fail,89,502,0
8356,Distinction,89,1317,0
8357,Distinction,89,5671,0
8358,Fail,73,2073,0
8359,Fail,56,1603,0
8360,Pass,77,623,0
8361,Fail,65,300,0
8362,Pass,62,1411,0
8363,Withdrawn,56,1942,0
8364,Pass,64,5964,1
8365,Fail,70,29,0
8366,Pass,72,1046,0
8367,Fail,38,725,0
8368,Withdrawn,81,274,0
8369,Withdrawn,70,906,0
8370,Withdrawn,49,414,0
8371,Pass,83,719,0
8372,Fail,52,446,0
8373,Withdrawn,70,1694,0
8374,Pass,84,1569,0
8375,Pass,74,1406,0
8376,Withdrawn,43,120,0
8377,Pass,80,2461,1
8378,Pass,73,2495,1
8379,Withdrawn,71,2839,0
8380,Distinction,89,969,0
8381,Distinction,92,7061,1
8382,Fail,73,3692,0
8383,Fail,97,514,1
8384,Distinction,86,608,0
8385,Pass,80,2764,1
8386,Withdrawn,80,716,0
8387,Fail,76,262,0
8388,Pass,87,93,0
8389,Pass,81,191,0
8390,Pass,80,237,0
8391,Fail,69,193,0
8392,Fail,66,655,0
8393,Withdrawn,45,333,0
8394,Withdrawn,9,252,0
8395,Pass,81,2518,1
8396,Pass,73,1432,0
8397,Fail,70,4161,0
8398,Withdrawn,40,1008,0
8399,Pass,55,2143,1
8400,Withdrawn,38,394,0
8401,Pass,69,626,0
8402,Fail,52,640,0
8403,Pass,68,458,0
8404,Distinction,92,4560,1
8405,Fail,80,232,0
8406,Pass,89,2748,1
8407,Withdrawn,47,490,0
8408,Pass,90,4277,1
8409,Fail,75,522,0
8410,Pass,80,486,0
8411,Pass,75,1137,0
8412,Pass,81,1767,1
8413,Pass,84,1019,0
8414,Pass,90,566,0
8415,Fail,67,1670,0
8416,Pass,85,407,0
8417,Fail,58,54,0
8418,Pass,72,962,0
8419,Withdrawn,84,338,0
8420,Pass,70,601,0
8421,Pass,83,500,0
8422,Withdrawn,27,431,0
8423,Pass,67,432,0
8424,Fail,49,2504,0
8425,Distinction,85,1417,0
8426,Pass,82,1108,0
8427,Fail,65,356,0
8428,Distinction,93,11407,1
8429,Pass,75,4506,1
8430,Pass,77,282,0
8431,Withdrawn,56,497,0
8432,Fail,79,2818,0
8433,Distinction,96,3162,1
8434,Pass,79,4217,1
8435,Withdrawn,67,839,0
8436,Pass,88,1373,0
8437,Pass,82,275,0
8438,Pass,85,4346,1
8439,Pass,73,2349,1
8440,Distinction,78,1390,0
8441,Distinction,89,2678,0
8442,Fail,70,2771,0
8443,Pass,65,2702,1
8444,Distinction,89,4483,0
8445,Withdrawn,50,61,0
8446,Pass,92,15858,1
8447,Pass,62,660,0
8448,Distinction,93,1810,1
8449,Distinction,81,2166,0
8450,Pass,88,5283,1
8451,Pass,88,4055,1
8452,Fail,68,253,0
8453,Distinction,92,981,1
8454,Fail,78,4256,0
8455,Pass,82,2887,1
8456,Pass,70,1283,0
8457,Pass,84,5393,1
8458,Pass,76,3297,1
8459,Withdrawn,90,174,0
8460,Withdrawn,80,257,0
8461,Pass,81,1765,1
8462,Pass,74,2281,1
8463,Fail,91,59,1
8464,Pass,80,673,0
8465,Fail,71,45,0
8466,Pass,78,169,0
8467,Distinction,75,532,0
8468,Fail,60,129,0
8469,Pass,85,3832,1
8470,Pass,88,6358,1
8471,Pass,77,210,0
8472,Withdrawn,89,192,0
8473,Fail,43,2405,0
8474,Withdrawn,88,924,0
8475,Pass,73,797,0
8476,Pass,90,2732,1
8477,Distinction,100,3862,1
8478,Distinction,90,311,0
8479,Pass,87,3112,1
8480,Pass,80,5280,1
8481,Pass,67,175,0
8482,Distinction,92,2753,1
8483,Fail,77,2021,0
8484,Fail,81,168,0
8485,Fail,71,159,0
8486,Withdrawn,60,637,0
8487,Fail,87,327,0
8488,Pass,76,7026,1
8489,Fail,60,133,0
8490,Withdrawn,66,773,0
8491,Pass,82,778,0
8492,Fail,78,3906,0
8493,Pass,73,106,0
8494,Pass,80,3673,1
8495,Fail,65,761,0
8496,Withdrawn,77,1186,0
8497,Distinction,93,790,1
8498,Fail,82,424,0
8499,Pass,85,1113,0
8500,Pass,82,1978,1
8501,Fail,56,25,0
8502,Fail,76,373,0
8503,Fail,61,3314,0
8504,Pass,61,2156,1
8505,Pass,75,948,0
8506,Fail,77,5512,0
8507,Pass,85,3885,1
8508,Withdrawn,72,323,0
8509,Pass,62,1130,0
8510,Distinction,96,3159,1
8511,Distinction,91,3812,1
8512,Distinction,94,2955,1
8513,Fail,56,560,0
8514,Pass,84,840,0
8515,Fail,63,471,0
8516,Pass,65,244,0
8517,Pass,81,1714,1
8518,Fail,58,1689,0
8519,Distinction,88,1360,0
8520,Fail,73,1519,0
8521,Withdrawn,75,330,0
8522,Fail,73,7109,0
8523,Pass,71,621,0
8524,Pass,86,1739,1
8525,Withdrawn,56,1505,0
8526,Pass,88,3008,1
8527,Fail,82,621,0
8528,Pass,75,1387,0
8529,Fail,64,2549,0
8530,Pass,80,2742,1
8531,Withdrawn,84,419,0
8532,Fail,70,249,0
8533,Pass,62,676,0
8534,Pass,93,3314,1
8535,Fail,84,118,0
8536,Pass,80,370,0
8537,Fail,41,201,0
8538,Pass,78,844,0
8539,Fail,87,603,0
8540,Pass,83,7123,1
8541,Pass,89,739,0
8542,Distinction,77,662,0
8543,Pass,74,949,0
8544,Pass,90,3154,1
8545,Withdrawn,72,810,0
8546,Pass,85,7110,1
8547,Distinction,87,195,0
8548,Fail,0,21,0
8549,Fail,72,5293,0
8550,Withdrawn,20,210,0
8551,Pass,81,1738,1
8552,Fail,49,1581,0
8553,Withdrawn,76,4645,0
8554,Pass,84,4029,1
8555,Pass,83,1435,0
8556,Withdrawn,68,235,0
8557,Pass,80,3690,1
8558,Pass,85,834,0
8559,Withdrawn,79,510,0
8560,Fail,78,586,0
8561,Distinction,96,7222,1
8562,Pass,81,1950,1
8563,Pass,67,1654,0
8564,Pass,68,2667,1
8565,Pass,83,3348,1
8566,Withdrawn,53,1636,0
8567,Pass,84,4911,1
8568,Pass,75,301,0
8569,Pass,93,1227,1
8570,Pass,84,2302,1
8571,Pass,79,2619,1
8572,Withdrawn,60,4069,0
8573,Withdrawn,31,494,0
8574,Fail,65,468,0
8575,Pass,88,8209,1
8576,Fail,77,2980,0
8577,Fail,66,641,0
8578,Distinction,87,487,0
8579,Pass,83,5460,1
8580,Withdrawn,25,17,0
8581,Fail,92,603,1
8582,Distinction,92,9049,1
8583,Pass,89,8277,1
8584,Pass,65,720,0
8585,Pass,63,1196,0
8586,Fail,64,2817,0
8587,Fail,65,544,0
8588,Pass,81,2732,1
8589,Fail,42,472,0
8590,Distinction,81,4105,0
8591,Withdrawn,77,1770,0
8592,Fail,61,1850,0
8593,Withdrawn,63,603,0
8594,Fail,71,2870,0
8595,Pass,71,972,0
8596,Pass,44,529,0
8597,Distinction,91,267,1
8598,Fail,20,740,0
8599,Pass,88,3659,1
8600,Pass,83,548,0
8601,Pass,67,754,0
8602,Distinction,89,1065,0
8603,Pass,87,2644,1
8604,Withdrawn,59,77,0
8605,Distinction,89,5280,0
8606,Distinction,86,1037,0
8607,Fail,68,60,0
8608,Pass,73,719,0
8609,Pass,83,140,0
8610,Withdrawn,64,611,0
8611,Pass,73,3984,1
8612,Withdrawn,37,129,0
8613,Fail,81,65,0
8614,Pass,73,1751,1
8615,Distinction,91,2956,1
8616,Pass,78,2466,1
8617,Pass,74,876,0
8618,Withdrawn,0,155,0
8619,Pass,85,1915,1
8620,Fail,26,449,0
8621,Pass,93,798,1
8622,Fail,86,1893,0
8623,Fail,53,254,0
8624,Withdrawn,38,398,0
8625,Fail,61,288,0
8626,Fail,48,614,0
8627,Pass,81,747,0
8628,Withdrawn,77,4874,0
8629,Pass,72,3940,1
8630,Withdrawn,59,800,0
8631,Pass,84,1091,0
8632,Fail,66,175,0
8633,Pass,84,7576,1
8634,Pass,80,4532,1
8635,Pass,53,1310,0
8636,Withdrawn,66,427,0
8637,Distinction,89,2329,0
8638,Fail,60,1005,0
8639,Fail,87,140,0
8640,Fail,43,256,0
8641,Distinction,88,700,0
8642,Pass,87,1227,0
8643,Pass,84,1104,0
8644,Fail,86,3550,0
8645,Distinction,91,1024,1
8646,Distinction,82,1730,0
8647,Withdrawn,76,1629,0
8648,Pass,76,1009,0
8649,Distinction,92,1982,1
8650,Withdrawn,38,1114,0
8651,Fail,44,8,0
8652,Pass,87,1468,0
8653,Pass,73,847,0
8654,Pass,90,2397,1
8655,Pass,88,657,0
8656,Distinction,93,1514,1
8657,Distinction,94,625,1
8658,Fail,66,310,0
8659,Fail,52,582,0
8660,Withdrawn,68,1128,0
8661,Fail,53,581,0
8662,Fail,81,333,0
8663,Withdrawn,43,9420,0
8664,Pass,88,687,0
8665,Pass,75,7834,1
8666,Fail,60,249,0
8667,Fail,75,199,0
8668,Pass,91,1518,1
8669,Withdrawn,76,932,0
8670,Fail,65,89,0
8671,Withdrawn,78,165,0
8672,Pass,75,2150,1
8673,Fail,73,2071,0
8674,Withdrawn,68,150,0
8675,Fail,80,474,0
8676,Withdrawn,40,187,0
8677,Distinction,94,1198,1
8678,Fail,73,324,0
8679,Fail,95,1812,1
8680,Fail,64,298,0
8681,Pass,89,5947,1
8682,Fail,85,303,0
8683,Withdrawn,56,218,0
8684,Pass,57,805,0
8685,Fail,46,61,0
8686,Pass,80,2214,1
8687,Distinction,88,375,0
8688,Withdrawn,77,386,0
8689,Withdrawn,76,3768,0
8690,Fail,58,1501,0
8691,Withdrawn,74,4003,0
8692,Pass,85,4630,1
8693,Withdrawn,70,259,0
8694,Pass,71,2785,1
8695,Withdrawn,86,442,0
8696,Fail,59,1698,0
8697,Fail,62,145,0
8698,Pass,68,225,0
8699,Pass,79,1372,0
8700,Distinction,82,1156,0
8701,Pass,86,6942,1
8702,Pass,86,2392,1
8703,Pass,85,1181,0
8704,Fail,78,1289,0
8705,Distinction,91,2000,1
8706,Pass,68,3109,1
8707,Pass,95,381,1
8708,Withdrawn,1,144,0
8709,Distinction,88,1171,0
8710,Distinction,88,4416,0
8711,Pass,91,696,1
8712,Pass,78,4003,1
8713,Withdrawn,59,1329,0
8714,Fail,43,75,0
8715,Pass,48,2658,1
8716,Pass,70,259,0
8717,Fail,48,2031,0
8718,Withdrawn,75,917,0
8719,Withdrawn,65,1047,0
8720,Pass,54,2792,1
8721,Withdrawn,44,413,0
8722,Fail,52,950,0
8723,Distinction,92,1317,1
8724,Withdrawn,47,992,0
8725,Pass,73,836,0
8726,Pass,68,2256,1
8727,Withdrawn,90,1410,0
8728,Pass,87,741,0
8729,Withdrawn,88,192,0
8730,Distinction,76,1277,0
8731,Withdrawn,95,141,1
8732,Pass,68,5899,1
8733,Fail,82,5665,0
8734,Fail,71,85,0
8735,Fail,16,933,0
8736,Withdrawn,75,5171,0
8737,Pass,82,2370,1
8738,Pass,85,1897,1
8739,Fail,68,380,0
8740,Pass,92,1595,1
8741,Distinction,91,1653,1
8742,Withdrawn,70,1609,0
8743,Pass,89,452,0
8744,Pass,80,1681,0
8745,Pass,86,8103,1
8746,Withdrawn,49,644,0
8747,Pass,80,598,0
8748,Pass,72,2116,1
8749,Withdrawn,77,136,0
8750,Distinction,89,1722,0
8751,Pass,88,6430,1
8752,Fail,27,561,0
8753,Pass,87,377,0
8754,Pass,83,257,0
8755,Withdrawn,80,203,0
8756,Pass,71,2322,1
8757,Distinction,63,1689,0
8758,Fail,64,5713,0
8759,Pass,86,3992,1
8760,Fail,90,242,0
8761,Pass,78,6825,1
8762,Fail,73,2620,0
8763,Withdrawn,80,493,0
8764,Withdrawn,84,1651,0
8765,Pass,66,1248,0
8766,Withdrawn,45,256,0
8767,Fail,33,273,0
8768,Distinction,93,1306,1
8769,Pass,89,3233,1
8770,Distinction,95,12143,1
8771,Pass,82,1839,1
8772,Distinction,91,1005,1
8773,Pass,82,2716,1
8774,Withdrawn,73,374,0
8775,Pass,71,195,0
8776,Pass,62,818,0
8777,Fail,78,1977,0
8778,Withdrawn,84,917,0
8779,Pass,76,579,0
8780,Distinction,86,1198,0
8781,Distinction,78,530,0
8782,Withdrawn,88,2481,0
8783,Pass,77,1176,0
8784,Fail,72,1575,0
8785,Withdrawn,63,405,0
8786,Pass,72,549,0
8787,Pass,68,364,0
8788,Pass,89,1934,1
8789,Pass,74,14172,1
8790,Withdrawn,58,653,0
8791,Withdrawn,76,3809,0
8792,Pass,85,5361,1
8793,Fail,69,3356,0
8794,Pass,78,975,0
8795,Pass,85,4920,1
8796,Pass,85,1146,0
8797,Fail,84,499,0
8798,Pass,82,651,0
8799,Withdrawn,79,228,0
8800,Fail,59,534,0
8801,Pass,89,491,0
8802,Pass,64,439,0
8803,Pass,88,582,0
8804,Pass,88,320,0
8805,Fail,18,105,0
8806,Pass,67,235,0
8807,Distinction,88,4782,0
8808,Pass,80,8826,1
8809,Pass,75,792,0
8810,Fail,77,133,0
8811,Fail,50,23,0
8812,Distinction,86,2722,0
8813,Withdrawn,86,474,0
8814,Pass,85,3259,1
8815,Pass,72,911,0
8816,Pass,77,6984,1
8817,Distinction,92,2361,1
8818,Pass,89,1426,0
8819,Pass,81,1134,0
8820,Withdrawn,97,8746,1
8821,Fail,75,1047,0
8822,Fail,78,386,0
8823,Pass,55,859,0
8824,Pass,64,2471,1
8825,Fail,55,304,0
8826,Pass,87,801,0
8827,Pass,74,3993,1
8828,Withdrawn,33,1529,0
8829,Fail,63,2107,0
8830,Withdrawn,0,576,0
8831,Pass,79,1157,0
8832,Pass,77,3124,1
8833,Fail,58,691,0
8834,Pass,78,3003,1
8835,Distinction,77,619,0
8836,Distinction,96,9394,1
8837,Fail,82,718,0
8838,Fail,63,1534,0
8839,Pass,79,2541,1
8840,Pass,87,6178,1
8841,Pass,80,4295,1
8842,Pass,84,3485,1
8843,Pass,82,1441,0
8844,Pass,89,1539,0
8845,Fail,61,1014,0
8846,Pass,84,10207,1
8847,Fail,91,613,1
8848,Withdrawn,60,426,0
8849,Withdrawn,81,1803,0
8850,Fail,48,703,0
8851,Fail,69,549,0
8852,Withdrawn,69,1995,0
8853,Fail,39,425,0
8854,Withdrawn,47,68,0
8855,Pass,89,1052,0
8856,Withdrawn,72,580,0
8857,Pass,91,2988,1
8858,Fail,90,1909,0
8859,Pass,76,476,0
8860,Withdrawn,61,264,0
8861,Distinction,93,1668,1
8862,Pass,71,8350,1
8863,Fail,69,836,0
8864,Pass,81,3265,1
8865,Pass,64,1438,0
8866,Pass,90,2868,1
8867,Withdrawn,71,7511,0
8868,Fail,62,151,0
8869,Withdrawn,69,223,0
8870,Distinction,90,15300,0
8871,Withdrawn,80,2986,0
8872,Pass,80,2737,1
8873,Withdrawn,57,749,0
8874,Withdrawn,46,194,0
8875,Pass,82,13144,1
8876,Fail,54,1923,0
8877,Fail,79,809,0
8878,Withdrawn,43,1415,0
8879,Pass,86,1664,0
8880,Pass,71,1394,0
8881,Fail,61,472,0
8882,Pass,77,3385,1
8883,Withdrawn,54,1212,0
8884,Fail,68,705,0
8885,Fail,68,946,0
8886,Distinction,80,6408,0
8887,Pass,76,765,0
8888,Fail,67,716,0
8889,Pass,68,1699,1
8890,Pass,84,4236,1
8891,Withdrawn,80,878,0
8892,Pass,87,1382,0
8893,Pass,81,5329,1
8894,Fail,83,270,0
8895,Pass,66,592,0
8896,Distinction,91,468,1
8897,Pass,67,191,0
8898,Withdrawn,48,655,0
8899,Distinction,91,7291,1
8900,Pass,79,1290,0
8901,Pass,68,400,0
8902,Withdrawn,80,4219,0
8903,Withdrawn,82,434,0
8904,Pass,84,388,0
8905,Distinction,82,195,0
8906,Distinction,93,3346,1
8907,Pass,92,1964,1
8908,Distinction,88,431,0
8909,Pass,83,449,0
8910,Pass,85,403,0
8911,Pass,85,1994,1
8912,Fail,53,273,0
8913,Fail,49,276,0
8914,Pass,80,3580,1
8915,Distinction,87,994,0
8916,Pass,86,5625,1
8917,Pass,69,2788,1
8918,Pass,77,1104,0
8919,Fail,73,306,0
8920,Pass,78,3047,1
8921,Fail,43,289,0
8922,Withdrawn,53,45,0
8923,Fail,76,261,0
8924,Fail,67,482,0
8925,Withdrawn,73,92,0
8926,Pass,78,225,0
8927,Pass,76,3344,1
8928,Withdrawn,89,1960,0
8929,Pass,90,13258,1
8930,Fail,47,1550,0
8931,Withdrawn,79,3061,0
8932,Fail,73,399,0
8933,Pass,81,2764,1
8934,Fail,59,425,0
8935,Pass,72,1770,1
8936,Pass,85,9578,1
8937,Pass,68,700,0
8938,Fail,44,924,0
8939,Withdrawn,53,439,0
8940,Withdrawn,85,544,0
8941,Pass,86,106,0
8942,Withdrawn,58,385,0
8943,Pass,87,11272,1
8944,Distinction,87,1031,0
8945,Withdrawn,87,275,0
8946,Pass,70,1031,0
8947,Distinction,87,948,0
8948,Withdrawn,53,3097,0
8949,Fail,59,946,0
8950,Pass,80,1823,1
8951,Withdrawn,61,663,0
8952,Pass,88,6286,1
8953,Pass,68,623,0
8954,Fail,43,436,0
8955,Pass,66,1815,1
8956,Pass,83,2899,1
8957,Pass,69,1326,0
8958,Pass,85,539,0
8959,Pass,81,484,0
8960,Distinction,89,7810,0
8961,Pass,78,286,0
8962,Distinction,89,4443,0
8963,Fail,58,24,0
8964,Withdrawn,83,1788,0
8965,Pass,57,2026,1
8966,Pass,72,2478,1
8967,Withdrawn,70,132,0
8968,Pass,71,8738,1
8969,Fail,46,1422,0
8970,Pass,68,3076,1
8971,Fail,51,1711,0
8972,Withdrawn,78,55,0
8973,Fail,66,242,0
8974,Fail,82,592,0
8975,Pass,74,2430,1
8976,Pass,81,397,0
8977,Fail,44,1485,0
8978,Withdrawn,85,395,0
8979,Pass,61,191,0
8980,Pass,75,328,0
8981,Pass,67,2230,1
8982,Fail,59,100,0
8983,Pass,60,1144,0
8984,Pass,76,3750,1
8985,Fail,84,917,0
8986,Fail,83,1267,0
8987,Pass,77,3055,1
8988,Pass,82,3762,1
8989,Withdrawn,81,343,0
8990,Fail,43,85,0
8991,Distinction,86,1513,0
8992,Pass,77,5924,1
8993,Withdrawn,83,993,0
8994,Withdrawn,84,1448,0
8995,Fail,89,1474,0
8996,Fail,76,1008,0
8997,Pass,63,682,0
8998,Pass,80,2479,1
8999,Pass,76,6419,1
9000,Fail,80,1055,0
9001,Distinction,84,5557,0
9002,Fail,68,144,0
9003,Pass,89,4468,1
9004,Fail,53,4716,0
9005,Pass,86,6336,1
9006,Distinction,94,804,1
9007,Pass,72,533,0
9008,Fail,75,415,0
9009,Pass,76,562,0
9010,Pass,77,2254,1
9011,Pass,78,1384,0
9012,Pass,74,4663,1
9013,Fail,79,1161,0
9014,Distinction,82,2554,0
9015,Withdrawn,67,154,0
9016,Pass,79,555,0
9017,Pass,79,7082,1
9018,Fail,54,497,0
9019,Withdrawn,83,401,0
9020,Pass,86,816,0
9021,Withdrawn,54,13,0
9022,Pass,87,728,0
9023,Pass,56,451,0
9024,Withdrawn,81,138,0
9025,Pass,73,1783,1
9026,Pass,97,10858,1
9027,Withdrawn,36,683,0
9028,Pass,81,247,0
9029,Fail,75,96,0
9030,Pass,88,628,0
9031,Fail,79,483,0
9032,Pass,87,1495,0
9033,Distinction,93,1397,1
9034,Fail,40,1543,0
9035,Distinction,92,5624,1
9036,Pass,64,523,0
9037,Pass,84,2679,1
9038,Pass,80,531,0
9039,Withdrawn,58,501,0
9040,Pass,63,727,0
9041,Fail,48,90,0
9042,Pass,76,250,0
9043,Pass,79,783,0
9044,Pass,77,860,0
9045,Fail,71,849,0
9046,Fail,86,1775,0
9047,Fail,53,465,0
9048,Pass,82,628,0
9049,Pass,83,2354,1
9050,Distinction,96,9158,1
9051,Withdrawn,87,302,0
9052,Distinction,87,6945,0
9053,Pass,73,2087,1
9054,Pass,70,1973,1
9055,Withdrawn,86,905,0
9056,Fail,70,1514,0
9057,Distinction,93,370,1
9058,Pass,78,4017,1
9059,Pass,85,990,0
9060,Fail,43,599,0
9061,Pass,83,113,0
9062,Withdrawn,71,2223,0
9063,Pass,65,1058,0
9064,Pass,94,797,1
9065,Distinction,92,10794,1
9066,Withdrawn,63,764,0
9067,Fail,53,637,0
9068,Fail,63,409,0
9069,Fail,79,770,0
9070,Fail,78,285,0
9071,Pass,79,219,0
9072,Pass,73,4340,1
9073,Pass,86,4777,1
9074,Pass,83,498,0
9075,Pass,80,1736,1
9076,Pass,88,3382,1
9077,Pass,75,640,0
9078,Pass,83,2817,1
9079,Fail,57,205,0
9080,Pass,86,919,0
9081,Fail,63,2761,0
9082,Pass,82,1104,0
9083,Pass,88,2469,1
9084,Pass,80,226,0
9085,Withdrawn,76,1069,0
9086,Pass,69,1116,0
9087,Fail,81,543,0
9088,Fail,82,287,0
9089,Withdrawn,67,210,0
9090,Pass,72,2814,1
9091,Fail,46,301,0
9092,Withdrawn,40,70,0
9093,Pass,80,675,0
9094,Pass,79,7020,1
9095,Pass,72,518,0
9096,Pass,89,6915,1
9097,Fail,42,1271,0
9098,Fail,67,1414,0
9099,Pass,73,10918,1
9100,Distinction,91,11858,1
9101,Fail,68,54,0
9102,Pass,77,1841,1
9103,Fail,56,353,0
9104,Pass,71,194,0
9105,Pass,78,352,0
9106,Pass,89,1051,0
9107,Withdrawn,75,720,0
9108,Pass,90,12110,1
9109,Pass,87,2245,1
9110,Distinction,90,8496,0
9111,Pass,57,428,0
9112,Distinction,95,7169,1
9113,Pass,86,2028,1
9114,Pass,68,599,0
9115,Withdrawn,81,2168,0
9116,Distinction,87,526,0
9117,Fail,35,2288,0
9118,Fail,43,700,0
9119,Withdrawn,57,313,0
9120,Fail,73,376,0
9121,Pass,90,3552,1
9122,Fail,44,206,0
9123,Fail,32,600,0
9124,Pass,56,780,0
9125,Withdrawn,28,969,0
9126,Withdrawn,55,144,0
9127,Fail,73,113,0
9128,Fail,54,488,0
9129,Pass,84,4281,1
9130,Distinction,93,615,1
9131,Fail,54,259,0
9132,Pass,74,3949,1
9133,Pass,84,3593,1
9134,Fail,51,1684,0
9135,Pass,76,762,0
9136,Fail,73,858,0
9137,Distinction,91,5697,1
9138,Pass,85,748,0
9139,Pass,70,529,0
9140,Pass,56,912,0
9141,Pass,69,6757,1
9142,Withdrawn,51,225,0
9143,Fail,69,1428,0
9144,Pass,73,735,0
9145,Pass,85,2991,1
9146,Pass,94,8122,1
9147,Pass,80,3320,1
9148,Pass,74,7450,1
9149,Fail,78,531,0
9150,Distinction,90,671,0
9151,Pass,77,1391,0
9152,Pass,85,2143,1
9153,Pass,71,655,0
9154,Pass,66,393,0
9155,Distinction,92,5338,1
9156,Pass,83,1846,1
9157,Withdrawn,47,423,0
9158,Pass,70,597,0
9159,Pass,85,2641,1
9160,Withdrawn,80,1317,0
9161,Pass,75,1566,0
9162,Pass,68,179,0
9163,Pass,78,2089,1
9164,Pass,88,1423,0
9165,Withdrawn,74,5976,0
9166,Pass,88,2434,1
9167,Fail,60,6060,0
9168,Withdrawn,71,2010,0
9169,Withdrawn,43,145,0
9170,Pass,85,6592,1
9171,Fail,81,211,0
9172,Distinction,98,18039,1
9173,Pass,52,1981,1
9174,Pass,74,471,0
9175,Withdrawn,80,713,0
9176,Withdrawn,36,1876,0
9177,Pass,69,855,0
9178,Pass,87,1533,0
9179,Pass,91,1256,1
9180,Pass,83,1294,0
9181,Withdrawn,84,6430,0
9182,Fail,65,1074,0
9183,Pass,79,372,0
9184,Fail,41,271,0
9185,Pass,67,298,0
9186,Pass,84,9875,1
9187,Fail,55,489,0
9188,Withdrawn,86,1102,0
9189,Distinction,89,1211,0
9190,Fail,50,93,0
9191,Pass,83,5065,1
9192,Pass,76,744,0
9193,Pass,79,1665,0
9194,Withdrawn,41,203,0
9195,Withdrawn,78,832,0
9196,Fail,45,260,0
9197,Fail,74,1344,0
9198,Pass,71,6796,1
9199,Pass,84,807,0
9200,Withdrawn,73,2742,0
9201,Pass,84,5772,1
9202,Fail,100,1553,1
9203,Withdrawn,72,1144,0
9204,Pass,67,2074,1
9205,Withdrawn,78,1361,0
9206,Pass,91,1307,1
9207,Withdrawn,63,4249,0
9208,Withdrawn,76,166,0
9209,Pass,75,774,0
9210,Pass,71,2832,1
9211,Fail,69,1710,0
9212,Fail,63,110,0
9213,Withdrawn,75,378,0
9214,Pass,82,1008,0
9215,Pass,87,1340,0
9216,Fail,46,110,0
9217,Pass,68,695,0
9218,Fail,58,557,0
9219,Fail,48,976,0
9220,Pass,79,3782,1
9221,Fail,50,758,0
9222,Distinction,93,1193,1
9223,Pass,85,611,0
9224,Pass,85,4062,1
9225,Pass,94,2525,1
9226,Fail,44,651,0
9227,Pass,86,1815,1
9228,Pass,78,209,0
9229,Fail,78,697,0
9230,Pass,89,1265,0
9231,Withdrawn,68,693,0
9232,Withdrawn,60,294,0
9233,Pass,86,720,0
9234,Pass,78,483,0
9235,Distinction,94,811,1
9236,Pass,59,1161,0
9237,Distinction,88,2424,0
9238,Distinction,86,1113,0
9239,Pass,76,1412,0
9240,Pass,78,1138,0
9241,Pass,66,5279,1
9242,Pass,51,783,0
9243,Pass,75,1922,1
9244,Withdrawn,86,1819,0
9245,Pass,87,4532,1
9246,Distinction,87,6290,0
9247,Fail,63,1007,0
9248,Fail,24,69,0
9249,Distinction,88,1115,0
9250,Pass,74,607,0
9251,Pass,77,2221,1
9252,Withdrawn,79,396,0
9253,Distinction,89,3438,0
9254,Distinction,100,5776,1
9255,Pass,62,374,0
9256,Pass,93,426,1
9257,Withdrawn,74,171,0
9258,Pass,87,1240,0
9259,Pass,96,1337,1
9260,Pass,88,381,0
9261,Distinction,89,1641,0
9262,Pass,82,854,0
9263,Pass,76,1062,0
9264,Pass,85,592,0
9265,Distinction,92,760,1
9266,Pass,81,746,0
9267,Pass,89,1924,1
9268,Withdrawn,36,558,0
9269,Pass,71,360,0
9270,Withdrawn,63,1144,0
9271,Pass,87,2406,1
9272,Pass,64,3078,1
9273,Fail,78,392,0
9274,Pass,76,3501,1
9275,Fail,77,894,0
9276,Pass,84,328,0
9277,Pass,35,938,0
9278,Pass,67,1678,0
9279,Distinction,88,617,0
9280,Fail,64,626,0
9281,Pass,63,806,0
9282,Distinction,94,2185,1
9283,Fail,61,430,0
9284,Pass,66,893,0
9285,Fail,65,66,0
9286,Withdrawn,82,1548,0
9287,Pass,76,618,0
9288,Pass,77,4412,1
9289,Distinction,94,3002,1
9290,Pass,78,1435,0
9291,Distinction,92,2716,1
9292,Withdrawn,43,481,0
9293,Pass,79,2887,1
9294,Pass,79,1711,1
9295,Fail,59,607,0
9296,Pass,68,4803,1
9297,Pass,66,2200,1
9298,Pass,65,5598,1
9299,Pass,67,2171,1
9300,Pass,66,7080,1
9301,Pass,73,2115,1
9302,Withdrawn,69,1808,0
